Count,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Score,Clusters,PCA1,PCA2,Churn_Probability,Risk_Level,Segment
1,0,0,0,0,15,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,86.2,1270,1,90,1,-0.352255060697427,1.021345779232157,0.36089602,Medium, leaving Risk
1,0,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),51.2,1561,1,79,0,-0.48573412069424404,-0.2789732106696493,0.03336546,Low, Loyal Advocates
1,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,31,1,82,1,-2.093671474314719,-0.38021435100921996,0.13973497,Low, leaving Risk
1,0,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,321,1,78,1,-1.0674479954610063,1.0213694677272738,0.75234586,Critical, leaving Risk
1,0,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),74.9,147,1,93,1,-1.1647222440652403,1.0755163517764927,0.61253214,High, leaving Risk
1,0,0,0,0,25,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.25,2387,1,74,1,0.43357987337509596,1.1139087733802457,0.73480755,Critical, leaving Risk
1,0,1,0,0,25,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Mailed check,102.8,2660,1,94,1,0.5549123732964589,1.1736680145128378,0.5597292,High, leaving Risk
1,1,0,0,0,43,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.0,4211,1,93,2,1.3807478118482484,0.6130185933609883,0.4277607,Medium, High Value
1,1,0,1,0,10,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,99.85,990,1,69,1,-0.3294457014780398,1.5119677665608349,0.75968444,Critical, leaving Risk
1,0,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.2,193,1,79,1,-0.8394586015597193,1.5825058954579097,0.8768443,Critical, leaving Risk
1,1,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,83.85,790,1,71,1,-0.6697087674317849,1.1207658344684492,0.8008251,Critical, leaving Risk
1,0,1,0,0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),88.3,2467,1,96,1,0.3102269197179205,0.7476224560247147,0.32736924,Medium, leaving Risk
1,1,0,0,0,69,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),104.05,7262,1,100,2,2.94235167735389,-0.005601275446784293,0.24827921,Low, High Value
1,1,0,1,0,22,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.7,1914,1,72,1,0.13578295961695536,1.054718152068468,0.55601645,High, leaving Risk
1,0,1,1,0,56,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.65,5688,1,85,2,2.1251012888300456,0.2688132606720764,0.48500356,Medium, High Value
1,0,1,1,0,66,1,1,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),80.55,5265,1,94,2,1.9072189913019113,-0.4962172309464808,0.067800745,Low, High Value
1,1,1,1,0,24,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,78.85,1772,1,65,1,-0.11573806431555829,0.5917417533446102,0.49517873,Medium, leaving Risk
1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.45,44,1,65,1,-1.7099262907455812,0.3011704795264709,0.6531655,High, leaving Risk
1,1,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,3067,1,69,2,0.6393184249415577,0.41938225147952074,0.5998692,High, High Value
1,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20,1,89,1,-2.107883143122853,-0.33544840634901696,0.32208595,Medium, leaving Risk
1,1,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.35,74,1,66,1,-1.2181339033143423,1.0877273916467205,0.8057657,Critical, leaving Risk
1,1,0,0,0,1,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,62.05,62,1,86,1,-1.4203430026688926,0.764151265723771,0.47432986,Medium, leaving Risk
1,1,0,1,0,39,1,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),80.0,3182,1,76,2,0.6632187928648021,0.2130808705524097,0.10231209,Low, High Value
1,1,0,0,0,5,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,104.1,541,1,76,1,-0.5080893344722222,1.7596310140645681,0.72215503,Critical, leaving Risk
1,1,1,1,0,24,0,0,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),39.1,971,1,89,0,-0.9929745577327003,-0.43332590567947427,0.3161064,Medium, Loyal Advocates
1,1,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,162,1,80,1,-1.1344734841744106,1.1172437185741388,0.75827366,Critical, leaving Risk
1,1,0,0,0,5,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,49.2,216,1,73,1,-1.490315567391875,0.32272530477892186,0.46656632,Medium, leaving Risk
1,1,0,0,0,11,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),23.15,245,1,65,1,-1.7640122454270224,-0.5123537486976752,0.10706331,Low, leaving Risk
1,0,0,1,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.85,302,1,73,1,-0.9769130765555024,1.1785676761768742,0.6831497,High, leaving Risk
1,1,0,0,0,1,1,1,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,60.1,60,1,88,1,-1.4524291826450269,0.7128552528958824,0.42664453,Medium, leaving Risk
1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,78.95,78,1,75,1,-1.1426541872813727,1.2087528077507181,0.8667704,Critical, leaving Risk
1,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.15,98,1,81,1,-1.6596692344024944,0.2934238415348787,0.6290031,High, leaving Risk
1,0,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.4,244,1,97,1,-1.0404593904877053,1.166672545529678,0.74747,Critical, leaving Risk
1,1,0,0,0,44,0,0,DSL,0,1,1,0,1,1,One year,1,Mailed check,53.95,2375,1,100,0,0.12100982065607538,-0.5746469598385652,0.17645797,Low, Loyal Advocates
1,0,0,1,0,24,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),99.3,2431,1,69,1,0.40805318938957363,1.1124188900248708,0.62344885,High, leaving Risk
1,1,0,0,0,18,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.65,1451,1,95,1,-0.3194795324839431,0.7961408514335323,0.5304992,High, leaving Risk
1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,71.1,71,1,98,1,-1.271513017173155,1.002225012553928,0.7350496,Critical, leaving Risk
1,0,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.25,6979,1,69,2,2.8024218747457077,0.1588662514582537,0.33787522,Medium, High Value
1,0,0,1,0,53,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.8,1021,1,78,0,-0.6040742340238114,-1.6334053449575106,0.039377138,Low, Loyal Advocates
1,1,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,94,1,67,1,-0.8948490986785619,1.6046375321645125,0.9108349,Critical, leaving Risk
1,0,1,0,0,15,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.85,1424,1,99,1,-0.24808729656741196,1.1132934803164378,0.48341903,Medium, leaving Risk
1,0,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,46.0,193,1,97,1,-1.5718557308776306,0.26379913814851186,0.43850783,Medium, leaving Risk
1,0,0,0,0,9,1,0,DSL,0,1,0,1,1,0,Month-to-month,0,Mailed check,66.25,620,1,67,1,-1.0039129177520814,0.6619001653890051,0.14558367,Low, leaving Risk
1,0,0,0,0,22,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90.0,1993,1,95,1,0.08305324625247233,0.928812323940407,0.5412449,High, leaving Risk
1,1,0,0,0,38,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.45,2597,1,82,1,0.31412498938160727,0.002152623222212531,0.13391386,Low, leaving Risk
1,1,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1052,1,66,0,-0.6119349607136001,-1.6618946979367712,0.024822729,Low, Loyal Advocates
1,1,0,0,0,1,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Electronic check,53.95,53,1,90,1,-1.5538272906265362,0.5510942630733409,0.45823386,Medium, leaving Risk
1,0,1,0,0,8,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.5,829,1,72,1,-0.3316371751901448,1.7145464941359818,0.8673362,Critical, leaving Risk
1,0,0,0,0,16,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,1312,1,83,1,-0.40082556239962774,0.8585568708441967,0.5632094,High, leaving Risk
1,0,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69,1,96,1,-1.2930995093600677,0.9680457194279579,0.86173344,Critical, leaving Risk
1,1,1,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,73.75,545,1,84,1,-0.9509746505153313,0.9108674206290436,0.48001733,Medium, leaving Risk
1,1,1,0,0,9,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.55,494,1,79,1,-1.229895644291594,0.35721042626006416,0.27376196,Low, leaving Risk
1,0,1,0,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.25,2841,1,100,2,0.4563451855925503,0.17299866283087678,0.56180483,High, High Value
1,0,0,0,0,5,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,93.9,486,1,92,1,-0.6889993726667437,1.4925192044604085,0.8622494,Critical, leaving Risk
1,0,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204,1,67,1,-1.1975820151232264,0.9307547367527534,0.64694,High, leaving Risk
1,0,0,1,0,31,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,91.15,2995,1,83,2,0.6036530043028367,0.709505755457471,0.5703294,High, High Value
1,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.95,137,1,94,1,-1.2314636221343933,0.9717700942080131,0.66971755,High, leaving Risk
1,0,0,1,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,3762,1,92,2,1.1022781393298613,0.7603161989035022,0.7243704,Critical, High Value
1,0,0,0,0,38,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),83.9,3233,1,82,2,0.7180908412823452,0.33911853761573973,0.2608044,Low, High Value
1,0,1,1,0,48,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,0,Electronic check,117.45,5438,1,67,2,2.138307844038405,0.915727547661993,0.37301052,Medium, High Value
1,1,0,0,0,10,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,1081,1,84,1,-0.22923408126816783,1.6293211488313375,0.72040665,Critical, leaving Risk
1,1,1,0,0,8,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,29.4,221,1,85,1,-1.7393917637950265,-0.2729659132633529,0.5534581,High, leaving Risk
1,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.65,74,1,99,1,-1.6747913166189028,0.28090688940626285,0.4375768,Medium, leaving Risk
1,0,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,58,1,76,1,-1.969765994746617,-0.25424626887317064,0.45081395,Medium, leaving Risk
1,0,0,0,0,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),84.05,333,1,95,1,-0.916121998469609,1.261995336633234,0.61287564,High, leaving Risk
1,1,1,1,0,37,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.7,3171,1,86,2,0.7058687330793149,0.4129152980338685,0.67602223,High, High Value
1,0,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74,1,75,1,-1.212480225273992,1.0969440868708307,0.82411426,Critical, leaving Risk
1,0,0,0,0,5,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.8,455,1,73,1,-0.74817511416968,1.4117248854966515,0.81611097,Critical, leaving Risk
1,0,1,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.15,3152,1,83,2,0.8227494900099916,1.1744107333476212,0.65512097,High, High Value
1,0,0,0,0,30,1,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),85.35,2530,1,73,1,0.35036131918864927,0.5940790374278885,0.08190471,Low, leaving Risk
1,1,1,0,0,36,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,90.85,3186,1,92,2,0.7703643898313897,0.572844366756331,0.4413478,Medium, High Value
1,0,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.75,35,1,70,1,-1.8531025982009683,0.07231342792042353,0.7589255,Critical, leaving Risk
1,0,1,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,181,1,92,1,-1.5753784305284417,0.264124015815711,0.270266,Low, leaving Risk
1,1,0,1,0,17,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Electronic check,89.4,1539,1,96,1,-0.17540200253630686,1.0488938747475691,0.4965349,Medium, leaving Risk
1,1,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.8,58,1,79,1,-2.0578018385177863,-0.3977633802200253,0.18041675,Low, leaving Risk
1,1,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.9,225,1,69,1,-1.4833103725772303,0.39196653084018634,0.3605047,Medium, leaving Risk
1,1,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,340,1,88,1,-0.9633348561201646,1.1814889091363148,0.70318913,Critical, leaving Risk
1,1,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.35,2515,1,99,1,0.46356149307463024,1.0356918442999186,0.7291634,Critical, leaving Risk
1,1,0,0,0,5,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,51.0,305,1,86,1,-1.4351128198217957,0.3677159422807126,0.5095848,High, leaving Risk
1,0,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.65,365,1,90,1,-0.7839625524293632,1.4612629496251852,0.8572432,Critical, leaving Risk
1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.85,90,1,80,1,-0.9469064342586518,1.521795567703256,0.87862176,Critical, leaving Risk
1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.4,69,1,84,1,-1.2995608556918963,0.9575123534575468,0.708733,Critical, leaving Risk
1,0,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.45,742,1,83,1,-0.5356714400752992,1.4259176222905623,0.75293404,Critical, leaving Risk
1,0,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,20,1,70,1,-2.10949847970581,-0.33808174784162,0.3005308,Medium, leaving Risk
1,1,1,0,0,50,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.7,4816,1,73,2,1.6505739756789692,0.3103791075625337,0.57145786,High, High Value
1,0,0,0,0,26,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.95,1834,1,76,1,-0.11434047252089345,0.43792674264440634,0.31035033,Medium, leaving Risk
1,0,0,0,0,6,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,47.95,305,1,80,1,-1.461283033768255,0.26268094781891055,0.63676906,High, leaving Risk
1,0,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,63.6,155,1,70,1,-1.3218092596717967,0.7530140990634903,0.50371855,High, leaving Risk
1,1,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.85,108,1,91,1,-1.7677090359118655,0.049867687322095205,0.47411433,Medium, leaving Risk
1,0,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,44,1,70,1,-1.7155799687859317,0.29195378430236085,0.6884821,High, leaving Risk
1,1,0,0,0,14,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,712,1,82,1,-1.1117949649522185,0.12765111056662723,0.5249099,High, leaving Risk
1,0,1,1,0,61,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.4,6405,1,84,2,2.5116454739955882,0.22456173134245605,0.29931673,Low, High Value
1,0,1,1,0,40,0,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,1637,1,99,0,-0.42467322460698864,-0.8415791962224712,0.37646332,Medium, Loyal Advocates
1,0,0,0,0,58,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,106.45,6145,1,82,2,2.399142059344095,0.35973848487570875,0.25165948,Low, High Value
1,0,0,0,0,18,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1740,1,97,1,0.014120651215171613,1.1938513041426562,0.5690885,High, leaving Risk
1,0,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.1,552,1,96,1,-0.927112698515769,0.9462280188066488,0.6701897,High, leaving Risk
1,1,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.7,93,1,98,1,-1.6684060405469732,0.2817091705128324,0.63381135,High, leaving Risk
1,1,0,0,0,19,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Credit card (automatic),55.0,1046,1,73,1,-0.8296069273936123,0.1069353009114602,0.21438178,Low, leaving Risk
1,1,0,1,0,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,834,1,80,1,-0.7640540737589416,0.8199710166832852,0.71982825,Critical, leaving Risk
1,0,0,1,0,39,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),104.7,4134,1,68,2,1.3416744344862552,0.8377425909608454,0.33251512,Medium, High Value
1,0,0,0,0,15,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,55.7,899,1,73,1,-0.9538428493702927,0.22822075853253218,0.24103436,Low, leaving Risk
1,0,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.85,108,1,99,1,-1.996121151347122,-0.4472365242952181,0.14160345,Low, leaving Risk
1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.3,70,1,88,1,-1.2847292681410472,0.9811853537520387,0.8296861,Critical, leaving Risk
1,1,1,1,0,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.55,851,1,81,1,-0.6012434371294858,1.139163099430353,0.7290676,Critical, leaving Risk
1,1,0,0,0,6,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,94.5,575,1,100,1,-0.6300831122584148,1.4811916651135497,0.6376335,High, leaving Risk
1,0,1,1,0,16,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.35,1375,1,66,1,-0.31206424787422987,0.9714016180196244,0.69290125,High, leaving Risk
1,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,79.65,152,1,100,1,-1.0865259648536005,1.200464706980461,0.73648036,Critical, leaving Risk
1,0,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,195,1,94,1,-1.074710626063006,1.1979838912600291,0.76799285,Critical, leaving Risk
1,1,1,0,0,19,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,90.6,1660,1,87,1,-0.07430230506100222,1.0277819649730469,0.49785554,Medium, leaving Risk
1,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.2,20,1,98,1,-2.1086908114143315,-0.3367650770953183,0.3931189,Medium, leaving Risk
1,1,0,1,0,66,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),106.05,6981,1,83,2,2.8228758700219982,0.12882734325776582,0.18126266,Low, High Value
1,0,0,0,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,3615,1,75,2,1.0303738387333385,0.7797973340399975,0.5974953,High, High Value
1,0,0,1,0,39,0,0,DSL,1,0,1,0,1,1,Month-to-month,0,Electronic check,55.9,2184,1,67,0,-0.019048511253683568,-0.3945354365094789,0.31029388,Medium, Loyal Advocates
1,1,0,0,0,21,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,82.35,1852,1,90,1,-0.10500927507452285,0.7558970912832955,0.5850478,High, leaving Risk
1,1,0,0,0,2,0,0,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),40.4,77,1,86,1,-1.742562446481882,0.16890865655384263,0.5244208,High, leaving Risk
1,0,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,338,1,92,1,-1.0551884896657164,1.0327592610821208,0.5907968,High, leaving Risk
1,1,0,0,0,35,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.15,3030,1,81,2,0.6093975573085469,0.4516853902889742,0.3057443,Medium, High Value
1,0,0,1,0,33,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,93.8,3124,1,76,2,0.7305235486648953,0.7263607122142239,0.38600576,Medium, High Value
1,1,0,0,0,45,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.4,930,1,87,0,-0.8220298007108473,-1.4437304237856698,0.05301012,Low, Loyal Advocates
1,1,1,1,0,7,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.7,673,1,75,1,-0.5749861734438064,1.4590871015458802,0.67144245,High, leaving Risk
1,1,0,0,0,6,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.5,208,1,93,1,-1.7716344230050147,-0.19421104816375775,0.40917507,Medium, leaving Risk
1,1,1,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77.0,237,1,96,1,-1.0812823766083186,1.1036618616797427,0.7399956,Critical, leaving Risk
1,0,0,0,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.1,221,1,95,1,-1.8203254105088402,-0.5920209088876635,0.05861457,Low, leaving Risk
1,0,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.3,75,1,66,1,-1.2024946474720144,1.1127170626875142,0.7541421,Critical, leaving Risk
1,0,1,1,0,40,1,0,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),99.2,4062,1,69,2,1.2547922763524768,0.6701399959334684,0.2876163,Low, High Value
1,1,1,0,0,47,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,85.5,4042,1,68,2,1.1893028612388046,0.13688712166363565,0.22234568,Low, High Value
1,0,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,164,1,89,1,-1.9302561094766164,-0.49292209496510647,0.09977674,Low, leaving Risk
1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,70,1,70,1,-1.2831139315580897,0.9838186952446418,0.7319493,Critical, leaving Risk
1,1,0,1,0,7,1,0,DSL,1,0,0,0,0,0,One year,1,Electronic check,49.75,331,1,75,1,-1.401476907531198,0.28465911413608097,0.22321849,Low, leaving Risk
1,0,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),75.3,1147,1,99,1,-0.5644344196605793,0.7376415526272389,0.51286626,High, leaving Risk
1,0,0,1,0,11,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,1078,1,67,1,-0.3750122089746863,1.3308167740800267,0.8922461,Critical, leaving Risk
1,1,0,0,0,67,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),118.35,7804,1,91,2,3.286258305944271,0.4057290745684246,0.19781005,Low, High Value
1,1,0,0,0,8,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,30.45,226,1,94,1,-1.7209629381528042,-0.24545119328568935,0.4195686,Medium, leaving Risk
1,0,0,1,0,44,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.1,4364,1,87,2,1.3857616574944946,0.4814580059552728,0.6723134,High, High Value
1,1,1,1,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.25,2433,1,80,1,0.488599466854425,1.2427151476308447,0.78564334,Critical, leaving Risk
1,1,1,0,0,15,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.2,1217,1,76,1,-0.4647338457992766,0.8647801660394496,0.594158,High, leaving Risk
1,0,0,1,0,17,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,104.2,1743,1,79,1,0.12355370580515228,1.4331054953104034,0.76142144,Critical, leaving Risk
1,1,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69,1,78,1,-1.2955225142345033,0.9640957071890539,0.8148186,Critical, leaving Risk
1,1,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.8,713,1,90,1,-0.7415805226380184,1.042533550641924,0.66374415,High, leaving Risk
1,0,0,0,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,80.3,526,1,75,1,-0.8507477121120839,1.083865678034261,0.65446055,High, leaving Risk
1,1,1,1,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,3021,1,79,2,0.6128920502831235,0.3995608839296278,0.70320326,Critical, High Value
1,1,0,0,0,3,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,69.35,191,1,98,1,-1.2183593071993228,0.9034566018865557,0.43050557,Medium, leaving Risk
1,0,1,1,0,34,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.6,2718,1,66,1,0.40505863419959454,0.33869983573410967,0.51390713,High, leaving Risk
1,0,1,0,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,36.45,36,1,96,1,-1.8415016838160334,0.09071974522971014,0.77005535,Critical, leaving Risk
